id,test_id,model,run_number,ab_order,choice,prompt_tokens,completion_tokens,timestamp,raw_response
3728,REC-03,deepseek-v4-flash,12,original,A,211,6,2026-05-24 06:40:42,"{""choice"": ""A""}"
3729,COPY-08,deepseek-v4-flash,17,original,A,219,6,2026-05-24 06:40:42,"{""choice"": ""A""}"
3730,UI-10,deepseek-v4-flash,22,swapped,B,232,6,2026-05-24 06:40:44,"{""choice"": ""A""}"
3731,COPY-08,deepseek-v4-flash,17,swapped,A,219,6,2026-05-24 06:40:44,"{""choice"": ""B""}"
3732,UI-10,deepseek-v4-flash,23,original,B,232,6,2026-05-24 06:40:46,"{""choice"": ""B""}"
3733,REC-03,deepseek-v4-flash,12,swapped,A,211,6,2026-05-24 06:40:46,"{""choice"": ""B""}"
3734,REC-03,deepseek-v4-flash,13,original,A,211,6,2026-05-24 06:40:47,"{""choice"": ""A""}"
3735,COPY-08,deepseek-v4-flash,18,original,A,219,6,2026-05-24 06:40:47,"{""choice"": ""A""}"
3736,UI-10,deepseek-v4-flash,23,swapped,B,232,6,2026-05-24 06:40:49,"{""choice"": ""A""}"
3737,COPY-08,deepseek-v4-flash,18,swapped,A,219,6,2026-05-24 06:40:49,"{""choice"": ""B""}"
3738,REC-03,deepseek-v4-flash,13,swapped,A,211,6,2026-05-24 06:40:51,"{""choice"": ""B""}"
3739,UI-10,deepseek-v4-flash,24,original,B,232,6,2026-05-24 06:40:51,"{""choice"": ""B""}"
3740,COPY-08,deepseek-v4-flash,19,original,A,219,6,2026-05-24 06:40:52,"{""choice"": ""A""}"
3741,REC-03,deepseek-v4-flash,14,original,A,211,6,2026-05-24 06:40:53,"{""choice"": ""A""}"
3742,UI-10,deepseek-v4-flash,24,swapped,A,232,6,2026-05-24 06:40:54,"{""choice"": ""B""}"
3743,COPY-08,deepseek-v4-flash,19,swapped,A,219,6,2026-05-24 06:40:54,"{""choice"": ""B""}"
3744,REC-03,deepseek-v4-flash,14,swapped,A,211,6,2026-05-24 06:40:56,"{""choice"": ""B""}"
3745,UI-10,deepseek-v4-flash,25,original,B,232,6,2026-05-24 06:40:56,"{""choice"": ""B""}"
3746,COPY-08,deepseek-v4-flash,20,original,A,219,6,2026-05-24 06:40:57,"{""choice"": ""A""}"
3747,REC-03,deepseek-v4-flash,15,original,B,211,6,2026-05-24 06:40:58,"{""choice"": ""B""}"
3748,UI-10,deepseek-v4-flash,25,swapped,B,232,6,2026-05-24 06:40:59,"{""choice"": ""A""}"
3749,COPY-08,deepseek-v4-flash,20,swapped,A,219,6,2026-05-24 06:41:00,"{""choice"": ""B""}"
3750,REC-03,deepseek-v4-flash,15,swapped,A,211,6,2026-05-24 06:41:01,"{""choice"": ""B""}"
3751,UI-11,deepseek-v4-flash,1,original,B,238,6,2026-05-24 06:41:01,"{""choice"": ""B""}"
3752,COPY-08,deepseek-v4-flash,21,original,A,219,6,2026-05-24 06:41:02,"{""choice"": ""A""}"
3753,REC-03,deepseek-v4-flash,16,original,A,211,6,2026-05-24 06:41:03,"{""choice"": ""A""}"
3754,UI-11,deepseek-v4-flash,1,swapped,B,238,6,2026-05-24 06:41:04,"{""choice"": ""A""}"
3755,COPY-08,deepseek-v4-flash,21,swapped,A,219,6,2026-05-24 06:41:04,"{""choice"": ""B""}"
3756,REC-03,deepseek-v4-flash,16,swapped,A,211,6,2026-05-24 06:41:06,"{""choice"": ""B""}"
3757,UI-11,deepseek-v4-flash,2,original,B,238,6,2026-05-24 06:41:06,"{""choice"": ""B""}"
3758,COPY-08,deepseek-v4-flash,22,original,A,219,6,2026-05-24 06:41:07,"{""choice"": ""A""}"
3759,REC-03,deepseek-v4-flash,17,original,A,211,6,2026-05-24 06:41:08,"{""choice"": ""A""}"
3760,UI-11,deepseek-v4-flash,2,swapped,B,238,6,2026-05-24 06:41:09,"{""choice"": ""A""}"
3761,COPY-08,deepseek-v4-flash,22,swapped,A,219,6,2026-05-24 06:41:09,"{""choice"": ""B""}"
3762,REC-03,deepseek-v4-flash,17,swapped,A,211,6,2026-05-24 06:41:11,"{""choice"": ""B""}"
3763,UI-11,deepseek-v4-flash,3,original,B,238,6,2026-05-24 06:41:11,"{""choice"": ""B""}"
3764,COPY-08,deepseek-v4-flash,23,original,A,219,6,2026-05-24 06:41:12,"{""choice"": ""A""}"
3765,REC-03,deepseek-v4-flash,18,original,A,211,6,2026-05-24 06:41:12,"{""choice"": ""A""}"
3766,UI-11,deepseek-v4-flash,3,swapped,B,238,6,2026-05-24 06:41:14,"{""choice"": ""A""}"
3767,COPY-08,deepseek-v4-flash,23,swapped,A,219,6,2026-05-24 06:41:14,"{""choice"": ""B""}"
3768,REC-03,deepseek-v4-flash,18,swapped,A,211,6,2026-05-24 06:41:16,"{""choice"": ""B""}"
3769,UI-11,deepseek-v4-flash,4,original,B,238,6,2026-05-24 06:41:16,"{""choice"": ""B""}"
3770,COPY-08,deepseek-v4-flash,24,original,A,219,6,2026-05-24 06:41:17,"{""choice"": ""A""}"
3771,REC-03,deepseek-v4-flash,19,original,A,211,6,2026-05-24 06:41:18,"{""choice"": ""A""}"
3772,UI-11,deepseek-v4-flash,4,swapped,B,238,6,2026-05-24 06:41:19,"{""choice"": ""A""}"
3773,COPY-08,deepseek-v4-flash,24,swapped,A,219,6,2026-05-24 06:41:20,"{""choice"": ""B""}"
3774,REC-03,deepseek-v4-flash,19,swapped,A,211,6,2026-05-24 06:41:21,"{""choice"": ""B""}"
3775,UI-11,deepseek-v4-flash,5,original,B,238,6,2026-05-24 06:41:21,"{""choice"": ""B""}"
3776,COPY-08,deepseek-v4-flash,25,original,A,219,6,2026-05-24 06:41:22,"{""choice"": ""A""}"
3777,REC-03,deepseek-v4-flash,20,original,A,211,6,2026-05-24 06:41:23,"{""choice"": ""A""}"
3778,UI-11,deepseek-v4-flash,5,swapped,B,238,6,2026-05-24 06:41:24,"{""choice"": ""A""}"
3779,COPY-08,deepseek-v4-flash,25,swapped,A,219,6,2026-05-24 06:41:24,"{""choice"": ""B""}"
3780,REC-03,deepseek-v4-flash,20,swapped,A,211,6,2026-05-24 06:41:25,"{""choice"": ""B""}"
3781,UI-11,deepseek-v4-flash,6,original,B,238,6,2026-05-24 06:41:26,"{""choice"": ""B""}"
3782,COPY-09,deepseek-v4-flash,1,original,B,217,6,2026-05-24 06:41:27,"{""choice"": ""B""}"
3783,REC-03,deepseek-v4-flash,21,original,A,211,6,2026-05-24 06:41:28,"{""choice"": ""A""}"
3784,UI-11,deepseek-v4-flash,6,swapped,B,238,6,2026-05-24 06:41:29,"{""choice"": ""A""}"
3785,COPY-09,deepseek-v4-flash,1,swapped,B,217,6,2026-05-24 06:41:29,"{""choice"": ""A""}"
3786,REC-03,deepseek-v4-flash,21,swapped,A,211,6,2026-05-24 06:41:30,"{""choice"": ""B""}"
3787,UI-11,deepseek-v4-flash,7,original,B,238,6,2026-05-24 06:41:31,"{""choice"": ""B""}"
3788,COPY-09,deepseek-v4-flash,2,original,B,217,6,2026-05-24 06:41:32,"{""choice"": ""B""}"
3789,REC-03,deepseek-v4-flash,22,original,A,211,6,2026-05-24 06:41:33,"{""choice"": ""A""}"
3790,UI-11,deepseek-v4-flash,7,swapped,B,238,6,2026-05-24 06:41:34,"{""choice"": ""A""}"
3791,COPY-09,deepseek-v4-flash,2,swapped,B,217,6,2026-05-24 06:41:34,"{""choice"": ""A""}"
3792,REC-03,deepseek-v4-flash,22,swapped,A,211,6,2026-05-24 06:41:35,"{""choice"": ""B""}"
3793,UI-11,deepseek-v4-flash,8,original,B,238,6,2026-05-24 06:41:36,"{""choice"": ""B""}"
3794,COPY-09,deepseek-v4-flash,3,original,B,217,6,2026-05-24 06:41:37,"{""choice"": ""B""}"
3795,REC-03,deepseek-v4-flash,23,original,A,211,6,2026-05-24 06:41:38,"{""choice"": ""A""}"
3796,UI-11,deepseek-v4-flash,8,swapped,B,238,6,2026-05-24 06:41:38,"{""choice"": ""A""}"
3797,COPY-09,deepseek-v4-flash,3,swapped,B,217,6,2026-05-24 06:41:39,"{""choice"": ""A""}"
3798,REC-03,deepseek-v4-flash,23,swapped,A,211,6,2026-05-24 06:41:40,"{""choice"": ""B""}"
3799,UI-11,deepseek-v4-flash,9,original,B,238,6,2026-05-24 06:41:41,"{""choice"": ""B""}"
3800,COPY-09,deepseek-v4-flash,4,original,B,217,6,2026-05-24 06:41:42,"{""choice"": ""B""}"
3801,REC-03,deepseek-v4-flash,24,original,A,211,6,2026-05-24 06:41:43,"{""choice"": ""A""}"
3802,UI-11,deepseek-v4-flash,9,swapped,B,238,6,2026-05-24 06:41:43,"{""choice"": ""A""}"
3803,COPY-09,deepseek-v4-flash,4,swapped,B,217,6,2026-05-24 06:41:44,"{""choice"": ""A""}"
3804,REC-03,deepseek-v4-flash,24,swapped,A,211,6,2026-05-24 06:41:45,"{""choice"": ""B""}"
3805,UI-11,deepseek-v4-flash,10,original,B,238,6,2026-05-24 06:41:46,"{""choice"": ""B""}"
3806,COPY-09,deepseek-v4-flash,5,original,B,217,6,2026-05-24 06:41:47,"{""choice"": ""B""}"
3807,REC-03,deepseek-v4-flash,25,original,A,211,6,2026-05-24 06:41:47,"{""choice"": ""A""}"
3808,UI-11,deepseek-v4-flash,10,swapped,B,238,6,2026-05-24 06:41:48,"{""choice"": ""A""}"
3809,COPY-09,deepseek-v4-flash,5,swapped,B,217,6,2026-05-24 06:41:49,"{""choice"": ""A""}"
3810,REC-03,deepseek-v4-flash,25,swapped,A,211,6,2026-05-24 06:41:50,"{""choice"": ""B""}"
3811,UI-11,deepseek-v4-flash,11,original,B,238,6,2026-05-24 06:41:51,"{""choice"": ""B""}"
3812,COPY-09,deepseek-v4-flash,6,original,B,217,6,2026-05-24 06:41:51,"{""choice"": ""B""}"
3813,REC-04,deepseek-v4-flash,1,original,A,206,6,2026-05-24 06:41:52,"{""choice"": ""A""}"
3814,UI-11,deepseek-v4-flash,11,swapped,B,238,6,2026-05-24 06:41:53,"{""choice"": ""A""}"
3815,COPY-09,deepseek-v4-flash,6,swapped,B,217,6,2026-05-24 06:41:54,"{""choice"": ""A""}"
3816,REC-04,deepseek-v4-flash,1,swapped,A,206,6,2026-05-24 06:41:55,"{""choice"": ""B""}"
3817,UI-11,deepseek-v4-flash,12,original,B,238,6,2026-05-24 06:41:56,"{""choice"": ""B""}"
3818,COPY-09,deepseek-v4-flash,7,original,B,217,6,2026-05-24 06:41:56,"{""choice"": ""B""}"
3819,REC-04,deepseek-v4-flash,2,original,A,206,6,2026-05-24 06:41:57,"{""choice"": ""A""}"
3820,UI-11,deepseek-v4-flash,12,swapped,B,238,6,2026-05-24 06:41:58,"{""choice"": ""A""}"
3821,COPY-09,deepseek-v4-flash,7,swapped,B,217,6,2026-05-24 06:41:59,"{""choice"": ""A""}"
3822,REC-04,deepseek-v4-flash,2,swapped,A,206,6,2026-05-24 06:42:00,"{""choice"": ""B""}"
3823,UI-11,deepseek-v4-flash,13,original,B,238,6,2026-05-24 06:42:00,"{""choice"": ""B""}"
3824,COPY-09,deepseek-v4-flash,8,original,B,217,6,2026-05-24 06:42:01,"{""choice"": ""B""}"
3825,REC-04,deepseek-v4-flash,3,original,A,206,6,2026-05-24 06:42:02,"{""choice"": ""A""}"
3826,UI-11,deepseek-v4-flash,13,swapped,B,238,6,2026-05-24 06:42:03,"{""choice"": ""A""}"
3827,COPY-09,deepseek-v4-flash,8,swapped,B,217,6,2026-05-24 06:42:04,"{""choice"": ""A""}"
3828,REC-04,deepseek-v4-flash,3,swapped,A,206,6,2026-05-24 06:42:04,"{""choice"": ""B""}"
3829,UI-11,deepseek-v4-flash,14,original,B,238,6,2026-05-24 06:42:05,"{""choice"": ""B""}"
3830,COPY-09,deepseek-v4-flash,9,original,B,217,6,2026-05-24 06:42:06,"{""choice"": ""B""}"
3831,REC-04,deepseek-v4-flash,4,original,A,206,6,2026-05-24 06:42:07,"{""choice"": ""A""}"
3832,UI-11,deepseek-v4-flash,14,swapped,B,238,6,2026-05-24 06:42:08,"{""choice"": ""A""}"
3833,COPY-09,deepseek-v4-flash,9,swapped,B,217,6,2026-05-24 06:42:08,"{""choice"": ""A""}"
3834,REC-04,deepseek-v4-flash,4,swapped,A,206,6,2026-05-24 06:42:10,"{""choice"": ""B""}"
3835,UI-11,deepseek-v4-flash,15,original,B,238,6,2026-05-24 06:42:10,"{""choice"": ""B""}"
3836,COPY-09,deepseek-v4-flash,10,original,B,217,6,2026-05-24 06:42:11,"{""choice"": ""B""}"
3837,REC-04,deepseek-v4-flash,5,original,A,206,6,2026-05-24 06:42:12,"{""choice"": ""A""}"
3838,UI-11,deepseek-v4-flash,15,swapped,B,238,6,2026-05-24 06:42:13,"{""choice"": ""A""}"
3839,COPY-09,deepseek-v4-flash,10,swapped,B,217,6,2026-05-24 06:42:13,"{""choice"": ""A""}"
3840,REC-04,deepseek-v4-flash,5,swapped,A,206,6,2026-05-24 06:42:14,"{""choice"": ""B""}"
3841,UI-11,deepseek-v4-flash,16,original,B,238,6,2026-05-24 06:42:15,"{""choice"": ""B""}"
3842,COPY-09,deepseek-v4-flash,11,original,B,217,6,2026-05-24 06:42:16,"{""choice"": ""B""}"
3843,REC-04,deepseek-v4-flash,6,original,A,206,6,2026-05-24 06:42:16,"{""choice"": ""A""}"
3844,UI-11,deepseek-v4-flash,16,swapped,B,238,6,2026-05-24 06:42:18,"{""choice"": ""A""}"
3845,COPY-09,deepseek-v4-flash,11,swapped,B,217,6,2026-05-24 06:42:18,"{""choice"": ""A""}"
3846,REC-04,deepseek-v4-flash,6,swapped,A,206,6,2026-05-24 06:42:19,"{""choice"": ""B""}"
3847,UI-11,deepseek-v4-flash,17,original,B,238,6,2026-05-24 06:42:20,"{""choice"": ""B""}"
3848,COPY-09,deepseek-v4-flash,12,original,B,217,6,2026-05-24 06:42:21,"{""choice"": ""B""}"
3849,REC-04,deepseek-v4-flash,7,original,A,206,6,2026-05-24 06:42:22,"{""choice"": ""A""}"
3850,UI-11,deepseek-v4-flash,17,swapped,B,238,6,2026-05-24 06:42:23,"{""choice"": ""A""}"
3851,COPY-09,deepseek-v4-flash,12,swapped,B,217,6,2026-05-24 06:42:23,"{""choice"": ""A""}"
3852,REC-04,deepseek-v4-flash,7,swapped,A,206,6,2026-05-24 06:42:24,"{""choice"": ""B""}"
3853,UI-11,deepseek-v4-flash,18,original,B,238,6,2026-05-24 06:42:25,"{""choice"": ""B""}"
3854,COPY-09,deepseek-v4-flash,13,original,B,217,6,2026-05-24 06:42:26,"{""choice"": ""B""}"
3855,REC-04,deepseek-v4-flash,8,original,A,206,6,2026-05-24 06:42:27,"{""choice"": ""A""}"
3856,UI-11,deepseek-v4-flash,18,swapped,B,238,6,2026-05-24 06:42:28,"{""choice"": ""A""}"
3857,COPY-09,deepseek-v4-flash,13,swapped,B,217,6,2026-05-24 06:42:28,"{""choice"": ""A""}"
3858,REC-04,deepseek-v4-flash,8,swapped,A,206,6,2026-05-24 06:42:29,"{""choice"": ""B""}"
3859,UI-11,deepseek-v4-flash,19,original,B,238,6,2026-05-24 06:42:30,"{""choice"": ""B""}"
3860,COPY-09,deepseek-v4-flash,14,original,B,217,6,2026-05-24 06:42:31,"{""choice"": ""B""}"
3861,REC-04,deepseek-v4-flash,9,original,A,206,6,2026-05-24 06:42:32,"{""choice"": ""A""}"
3862,UI-11,deepseek-v4-flash,19,swapped,B,238,6,2026-05-24 06:42:32,"{""choice"": ""A""}"
3863,COPY-09,deepseek-v4-flash,14,swapped,B,217,6,2026-05-24 06:42:33,"{""choice"": ""A""}"
3864,REC-04,deepseek-v4-flash,9,swapped,A,206,6,2026-05-24 06:42:34,"{""choice"": ""B""}"
3865,UI-11,deepseek-v4-flash,20,original,B,238,6,2026-05-24 06:42:35,"{""choice"": ""B""}"
3866,COPY-09,deepseek-v4-flash,15,original,B,217,6,2026-05-24 06:42:36,"{""choice"": ""B""}"
3867,REC-04,deepseek-v4-flash,10,original,A,206,6,2026-05-24 06:42:36,"{""choice"": ""A""}"
3868,UI-11,deepseek-v4-flash,20,swapped,B,238,6,2026-05-24 06:42:37,"{""choice"": ""A""}"
3869,COPY-09,deepseek-v4-flash,15,swapped,B,217,6,2026-05-24 06:42:38,"{""choice"": ""A""}"
3870,REC-04,deepseek-v4-flash,10,swapped,A,206,6,2026-05-24 06:42:39,"{""choice"": ""B""}"
3871,UI-11,deepseek-v4-flash,21,original,B,238,6,2026-05-24 06:42:40,"{""choice"": ""B""}"
3872,COPY-09,deepseek-v4-flash,16,original,B,217,6,2026-05-24 06:42:41,"{""choice"": ""B""}"
3873,REC-04,deepseek-v4-flash,11,original,A,206,6,2026-05-24 06:42:41,"{""choice"": ""A""}"
3874,UI-11,deepseek-v4-flash,21,swapped,B,238,6,2026-05-24 06:42:42,"{""choice"": ""A""}"
3875,COPY-09,deepseek-v4-flash,16,swapped,B,217,6,2026-05-24 06:42:43,"{""choice"": ""A""}"
3876,REC-04,deepseek-v4-flash,11,swapped,A,206,6,2026-05-24 06:42:44,"{""choice"": ""B""}"
3877,UI-11,deepseek-v4-flash,22,original,B,238,6,2026-05-24 06:42:44,"{""choice"": ""B""}"
3878,COPY-09,deepseek-v4-flash,17,original,B,217,6,2026-05-24 06:42:46,"{""choice"": ""B""}"
3879,REC-04,deepseek-v4-flash,12,original,A,206,6,2026-05-24 06:42:46,"{""choice"": ""A""}"
3880,UI-11,deepseek-v4-flash,22,swapped,B,238,6,2026-05-24 06:42:47,"{""choice"": ""A""}"
3881,COPY-09,deepseek-v4-flash,17,swapped,B,217,6,2026-05-24 06:42:48,"{""choice"": ""A""}"
3882,REC-04,deepseek-v4-flash,12,swapped,A,206,6,2026-05-24 06:42:49,"{""choice"": ""B""}"
3883,UI-11,deepseek-v4-flash,23,original,B,238,6,2026-05-24 06:42:49,"{""choice"": ""B""}"
3884,COPY-09,deepseek-v4-flash,18,original,B,217,6,2026-05-24 06:42:51,"{""choice"": ""B""}"
3885,REC-04,deepseek-v4-flash,13,original,A,206,6,2026-05-24 06:42:51,"{""choice"": ""A""}"
3886,UI-11,deepseek-v4-flash,23,swapped,B,238,6,2026-05-24 06:42:52,"{""choice"": ""A""}"
3887,COPY-09,deepseek-v4-flash,18,swapped,B,217,6,2026-05-24 06:42:52,"{""choice"": ""A""}"
3888,REC-04,deepseek-v4-flash,13,swapped,A,206,6,2026-05-24 06:42:54,"{""choice"": ""B""}"
3889,UI-11,deepseek-v4-flash,24,original,B,238,6,2026-05-24 06:42:54,"{""choice"": ""B""}"
3890,COPY-09,deepseek-v4-flash,19,original,B,217,6,2026-05-24 06:42:56,"{""choice"": ""B""}"
3891,REC-04,deepseek-v4-flash,14,original,A,206,6,2026-05-24 06:42:56,"{""choice"": ""A""}"
3892,UI-11,deepseek-v4-flash,24,swapped,B,238,6,2026-05-24 06:42:57,"{""choice"": ""A""}"
3893,COPY-09,deepseek-v4-flash,19,swapped,B,217,6,2026-05-24 06:42:57,"{""choice"": ""A""}"
3894,REC-04,deepseek-v4-flash,14,swapped,A,206,6,2026-05-24 06:42:59,"{""choice"": ""B""}"
3895,UI-11,deepseek-v4-flash,25,original,B,238,6,2026-05-24 06:42:59,"{""choice"": ""B""}"
3896,REC-04,deepseek-v4-flash,15,original,A,206,6,2026-05-24 06:43:00,"{""choice"": ""A""}"
3897,COPY-09,deepseek-v4-flash,20,original,B,217,6,2026-05-24 06:43:01,"{""choice"": ""B""}"
3898,COPY-09,deepseek-v4-flash,20,swapped,B,217,6,2026-05-24 06:43:02,"{""choice"": ""A""}"
3899,UI-11,deepseek-v4-flash,25,swapped,B,238,6,2026-05-24 06:43:02,"{""choice"": ""A""}"
3900,REC-04,deepseek-v4-flash,15,swapped,A,206,6,2026-05-24 06:43:04,"{""choice"": ""B""}"
3901,UI-12,deepseek-v4-flash,1,original,B,214,6,2026-05-24 06:43:04,"{""choice"": ""B""}"
3902,REC-04,deepseek-v4-flash,16,original,A,206,6,2026-05-24 06:43:05,"{""choice"": ""A""}"
3903,COPY-09,deepseek-v4-flash,21,original,B,217,6,2026-05-24 06:43:05,"{""choice"": ""B""}"
3904,UI-12,deepseek-v4-flash,1,swapped,B,214,6,2026-05-24 06:43:07,"{""choice"": ""A""}"
3905,COPY-09,deepseek-v4-flash,21,swapped,B,217,6,2026-05-24 06:43:07,"{""choice"": ""A""}"
3906,REC-04,deepseek-v4-flash,16,swapped,A,206,6,2026-05-24 06:43:08,"{""choice"": ""B""}"
3907,UI-12,deepseek-v4-flash,2,original,B,214,6,2026-05-24 06:43:09,"{""choice"": ""B""}"
3908,COPY-09,deepseek-v4-flash,22,original,B,217,6,2026-05-24 06:43:10,"{""choice"": ""B""}"
3909,REC-04,deepseek-v4-flash,17,original,A,206,6,2026-05-24 06:43:10,"{""choice"": ""A""}"
3910,UI-12,deepseek-v4-flash,2,swapped,B,214,6,2026-05-24 06:43:11,"{""choice"": ""A""}"
3911,COPY-09,deepseek-v4-flash,22,swapped,B,217,6,2026-05-24 06:43:12,"{""choice"": ""A""}"
3912,REC-04,deepseek-v4-flash,17,swapped,A,206,6,2026-05-24 06:43:13,"{""choice"": ""B""}"
3913,UI-12,deepseek-v4-flash,3,original,B,214,6,2026-05-24 06:43:14,"{""choice"": ""B""}"
3914,COPY-09,deepseek-v4-flash,23,original,B,217,6,2026-05-24 06:43:15,"{""choice"": ""B""}"
3915,REC-04,deepseek-v4-flash,18,original,A,206,6,2026-05-24 06:43:15,"{""choice"": ""A""}"
3916,UI-12,deepseek-v4-flash,3,swapped,B,214,6,2026-05-24 06:43:16,"{""choice"": ""A""}"
3917,COPY-09,deepseek-v4-flash,23,swapped,B,217,6,2026-05-24 06:43:17,"{""choice"": ""A""}"
3918,REC-04,deepseek-v4-flash,18,swapped,A,206,6,2026-05-24 06:43:18,"{""choice"": ""B""}"
3919,UI-12,deepseek-v4-flash,4,original,B,214,6,2026-05-24 06:43:18,"{""choice"": ""B""}"
3920,COPY-09,deepseek-v4-flash,24,original,B,217,6,2026-05-24 06:43:20,"{""choice"": ""B""}"
3921,REC-04,deepseek-v4-flash,19,original,A,206,6,2026-05-24 06:43:20,"{""choice"": ""A""}"
3922,UI-12,deepseek-v4-flash,4,swapped,B,214,6,2026-05-24 06:43:21,"{""choice"": ""A""}"
3923,COPY-09,deepseek-v4-flash,24,swapped,B,217,6,2026-05-24 06:43:22,"{""choice"": ""A""}"
3924,REC-04,deepseek-v4-flash,19,swapped,A,206,6,2026-05-24 06:43:23,"{""choice"": ""B""}"
3925,UI-12,deepseek-v4-flash,5,original,B,214,6,2026-05-24 06:43:23,"{""choice"": ""B""}"
3926,COPY-09,deepseek-v4-flash,25,original,B,217,6,2026-05-24 06:43:24,"{""choice"": ""B""}"
3927,REC-04,deepseek-v4-flash,20,original,A,206,6,2026-05-24 06:43:25,"{""choice"": ""A""}"
3928,UI-12,deepseek-v4-flash,5,swapped,B,214,6,2026-05-24 06:43:26,"{""choice"": ""A""}"
3929,COPY-09,deepseek-v4-flash,25,swapped,B,217,6,2026-05-24 06:43:27,"{""choice"": ""A""}"
3930,REC-04,deepseek-v4-flash,20,swapped,A,206,6,2026-05-24 06:43:28,"{""choice"": ""B""}"
3931,UI-12,deepseek-v4-flash,6,original,B,214,6,2026-05-24 06:43:28,"{""choice"": ""B""}"
3932,COPY-10,deepseek-v4-flash,1,original,A,189,6,2026-05-24 06:43:30,"{""choice"": ""A""}"
3933,REC-04,deepseek-v4-flash,21,original,A,206,6,2026-05-24 06:43:30,"{""choice"": ""A""}"
3934,UI-12,deepseek-v4-flash,6,swapped,B,214,6,2026-05-24 06:43:31,"{""choice"": ""A""}"
3935,COPY-10,deepseek-v4-flash,1,swapped,A,189,6,2026-05-24 06:43:31,"{""choice"": ""B""}"
3936,REC-04,deepseek-v4-flash,21,swapped,A,206,6,2026-05-24 06:43:33,"{""choice"": ""B""}"
3937,UI-12,deepseek-v4-flash,7,original,B,214,6,2026-05-24 06:43:33,"{""choice"": ""B""}"
3938,COPY-10,deepseek-v4-flash,2,original,A,189,6,2026-05-24 06:43:35,"{""choice"": ""A""}"
3939,REC-04,deepseek-v4-flash,22,original,A,206,6,2026-05-24 06:43:35,"{""choice"": ""A""}"
3940,COPY-10,deepseek-v4-flash,2,swapped,A,189,6,2026-05-24 06:43:37,"{""choice"": ""B""}"
3941,UI-12,deepseek-v4-flash,7,swapped,B,214,6,2026-05-24 06:43:37,"{""choice"": ""A""}"
3942,REC-04,deepseek-v4-flash,22,swapped,A,206,6,2026-05-24 06:43:38,"{""choice"": ""B""}"
3943,UI-12,deepseek-v4-flash,8,original,B,214,6,2026-05-24 06:43:38,"{""choice"": ""B""}"
3944,COPY-10,deepseek-v4-flash,3,original,A,189,6,2026-05-24 06:43:40,"{""choice"": ""A""}"
3945,REC-04,deepseek-v4-flash,23,original,A,206,6,2026-05-24 06:43:40,"{""choice"": ""A""}"
3946,UI-12,deepseek-v4-flash,8,swapped,B,214,6,2026-05-24 06:43:41,"{""choice"": ""A""}"
3947,COPY-10,deepseek-v4-flash,3,swapped,A,189,6,2026-05-24 06:43:42,"{""choice"": ""B""}"
3948,REC-04,deepseek-v4-flash,23,swapped,A,206,6,2026-05-24 06:43:43,"{""choice"": ""B""}"
3949,UI-12,deepseek-v4-flash,9,original,B,214,6,2026-05-24 06:43:44,"{""choice"": ""B""}"
3950,COPY-10,deepseek-v4-flash,4,original,A,189,6,2026-05-24 06:43:44,"{""choice"": ""A""}"
3951,REC-04,deepseek-v4-flash,24,original,A,206,6,2026-05-24 06:43:45,"{""choice"": ""A""}"
3952,UI-12,deepseek-v4-flash,9,swapped,B,214,6,2026-05-24 06:43:46,"{""choice"": ""A""}"
3953,COPY-10,deepseek-v4-flash,4,swapped,A,189,6,2026-05-24 06:43:47,"{""choice"": ""B""}"
3954,REC-04,deepseek-v4-flash,24,swapped,A,206,6,2026-05-24 06:43:48,"{""choice"": ""B""}"
3955,UI-12,deepseek-v4-flash,10,original,B,214,6,2026-05-24 06:43:49,"{""choice"": ""B""}"
3956,COPY-10,deepseek-v4-flash,5,original,A,189,6,2026-05-24 06:43:49,"{""choice"": ""A""}"
3957,REC-04,deepseek-v4-flash,25,original,A,206,6,2026-05-24 06:43:50,"{""choice"": ""A""}"
3958,UI-12,deepseek-v4-flash,10,swapped,B,214,6,2026-05-24 06:43:51,"{""choice"": ""A""}"
3959,COPY-10,deepseek-v4-flash,5,swapped,A,189,6,2026-05-24 06:43:52,"{""choice"": ""B""}"
3960,REC-04,deepseek-v4-flash,25,swapped,A,206,6,2026-05-24 06:43:53,"{""choice"": ""B""}"
3961,UI-12,deepseek-v4-flash,11,original,B,214,6,2026-05-24 06:43:54,"{""choice"": ""B""}"
3962,COPY-10,deepseek-v4-flash,6,original,A,189,6,2026-05-24 06:43:54,"{""choice"": ""A""}"
3963,REC-06,deepseek-v4-flash,1,original,B,215,6,2026-05-24 06:43:55,"{""choice"": ""B""}"
3964,UI-12,deepseek-v4-flash,11,swapped,B,214,6,2026-05-24 06:43:56,"{""choice"": ""A""}"
3965,COPY-10,deepseek-v4-flash,6,swapped,A,189,6,2026-05-24 06:43:57,"{""choice"": ""B""}"
3966,REC-06,deepseek-v4-flash,1,swapped,B,215,6,2026-05-24 06:43:58,"{""choice"": ""A""}"
3967,UI-12,deepseek-v4-flash,12,original,B,214,6,2026-05-24 06:43:58,"{""choice"": ""B""}"
3968,COPY-10,deepseek-v4-flash,7,original,A,189,6,2026-05-24 06:43:59,"{""choice"": ""A""}"
3969,REC-06,deepseek-v4-flash,2,original,B,215,6,2026-05-24 06:44:00,"{""choice"": ""B""}"
3970,UI-12,deepseek-v4-flash,12,swapped,B,214,6,2026-05-24 06:44:01,"{""choice"": ""A""}"
