id,test_id,persona_id,persona_type,model,run_number,ab_order,raw_response,parsed_choice,prompt_tokens,completion_tokens,response_time_ms,timestamp,status,error_message
37858,REC-03-V3,D-07,demographic,claude-3.5-sonnet,1,original,"{""choice"": ""A""}",A,390,9,2483,2026-05-27 07:35:53,completed,
37859,REC-03-V3,D-07,demographic,claude-3.5-sonnet,3,swapped,"{""choice"": ""B""}",A,390,9,2215,2026-05-27 07:35:55,completed,
37860,COPY-04-V2,I-01,interview,claude-3.5-sonnet,1,original,"{""choice"": ""B""}",B,360,9,3541,2026-05-27 07:35:56,completed,
37861,COPY-04-V2,I-01,interview,claude-3.5-sonnet,2,swapped,"{""choice"": ""A""}",B,360,9,3415,2026-05-27 07:35:58,completed,
37862,COPY-04-V2,I-01,interview,claude-3.5-sonnet,3,original,"{""choice"": ""B""}",B,360,9,2551,2026-05-27 07:35:59,completed,
37863,REC-03-V3,D-08,demographic,claude-3.5-sonnet,1,original,"{""choice"": ""A""}",A,391,9,2536,2026-05-27 07:36:01,completed,
37864,REC-03-V3,D-08,demographic,claude-3.5-sonnet,2,swapped,"{""choice"": ""B""}",A,391,9,2044,2026-05-27 07:36:01,completed,
37865,REC-03-V3,D-08,demographic,claude-3.5-sonnet,3,swapped,"{""choice"": ""B""}",A,391,9,2143,2026-05-27 07:36:03,completed,
37866,COPY-04-V2,I-02,interview,claude-3.5-sonnet,1,original,"{""choice"": ""B""}",B,368,9,3071,2026-05-27 07:36:04,completed,
37867,COPY-04-V2,I-02,interview,claude-3.5-sonnet,2,swapped,"{""choice"": ""A""}",B,368,9,2548,2026-05-27 07:36:06,completed,
37868,COPY-04-V2,I-02,interview,claude-3.5-sonnet,3,original,"{""choice"": ""B""}",B,368,9,3155,2026-05-27 07:36:07,completed,
37869,REC-03-V3,D-09,demographic,claude-3.5-sonnet,2,swapped,"{""choice"": ""B""}",A,391,9,2178,2026-05-27 07:36:09,completed,
37870,REC-03-V3,D-09,demographic,claude-3.5-sonnet,1,original,"{""choice"": ""A""}",A,391,9,3981,2026-05-27 07:36:10,completed,
37871,REC-03-V3,D-09,demographic,claude-3.5-sonnet,3,original,"{""choice"": ""A""}",A,391,9,2529,2026-05-27 07:36:12,completed,
37872,COPY-04-V2,I-03,interview,claude-3.5-sonnet,1,original,"{""choice"": ""A""}",A,382,9,2449,2026-05-27 07:36:12,completed,
37873,COPY-04-V2,I-03,interview,claude-3.5-sonnet,2,swapped,"{""choice"": ""A""}",B,382,9,2945,2026-05-27 07:36:15,completed,
37874,COPY-04-V2,I-03,interview,claude-3.5-sonnet,3,swapped,"{""choice"": ""A""}",B,382,9,3597,2026-05-27 07:36:16,completed,
37875,REC-03-V3,D-10,demographic,claude-3.5-sonnet,1,original,"{""choice"": ""A""}",A,390,9,2257,2026-05-27 07:36:17,completed,
37876,REC-03-V3,D-10,demographic,claude-3.5-sonnet,2,swapped,"{""choice"": ""B""}",A,390,9,2670,2026-05-27 07:36:18,completed,
37877,REC-03-V3,D-10,demographic,claude-3.5-sonnet,3,original,"{""choice"": ""A""}",A,390,9,2062,2026-05-27 07:36:19,completed,
37992,REC-03,D-12,demographic,claude-3.5-sonnet,4,original,"{""choice"": ""A""}",A,279,9,4249,2026-05-29 14:15:56,completed,
37993,REC-03,D-12,demographic,gpt-4o,5,swapped,"{""choice"": ""B""}",A,249,6,4288,2026-05-29 14:15:56,completed,
37994,REC-03,D-12,demographic,gpt-4o,4,original,"{""choice"": ""A""}",A,249,6,4294,2026-05-29 14:15:56,completed,
37995,REC-03,D-12,demographic,claude-3.5-sonnet,5,swapped,"{""choice"": ""B""}",A,279,9,4368,2026-05-29 14:15:57,completed,
37999,REC-03,D-12,demographic,gpt-4o,7,original,"{""choice"": ""A""}",A,249,6,1500,2026-05-29 14:15:58,completed,
38000,REC-03,D-12,demographic,llama-3.3-70b,4,original,"{""choice"": ""B""}",B,270,7,5841,2026-05-29 14:15:58,completed,
38001,REC-03,D-12,demographic,llama-3.3-70b,5,swapped,"{""choice"": ""B""}",A,270,7,6212,2026-05-29 14:15:58,completed,
38002,REC-03,D-12,demographic,gpt-4o,8,swapped,"{""choice"": ""B""}",A,249,6,1006,2026-05-29 14:15:59,completed,
38003,REC-03,D-12,demographic,claude-3.5-sonnet,7,original,"{""choice"": ""A""}",A,279,9,2316,2026-05-29 14:15:59,completed,
38004,REC-03,D-12,demographic,claude-3.5-sonnet,6,original,"{""choice"": ""A""}",A,279,9,2508,2026-05-29 14:15:59,completed,
38005,REC-03,D-12,demographic,gpt-4o,9,original,"{""choice"": ""A""}",A,249,6,1396,2026-05-29 14:15:59,completed,
38008,REC-03,D-13,demographic,gpt-4o,4,original,"{""choice"": ""A""}",A,246,6,1076,2026-05-29 14:16:00,completed,
38010,REC-03,D-13,demographic,gpt-4o,5,swapped,"{""choice"": ""B""}",A,246,6,1139,2026-05-29 14:16:01,completed,
38011,REC-03,D-12,demographic,llama-3.3-70b,7,original,"{""choice"": ""A""}",A,270,7,2369,2026-05-29 14:16:01,completed,
38013,REC-03,D-12,demographic,claude-3.5-sonnet,8,swapped,"{""choice"": ""B""}",A,279,9,2441,2026-05-29 14:16:01,completed,
38017,REC-03,D-13,demographic,gpt-4o,7,original,"{""choice"": ""A""}",A,246,6,1665,2026-05-29 14:16:02,completed,
38018,REC-03,D-13,demographic,gpt-4o,8,swapped,"{""choice"": ""B""}",A,246,6,1326,2026-05-29 14:16:02,completed,
38021,REC-03,D-13,demographic,gpt-4o,9,swapped,"{""choice"": ""B""}",A,246,6,1315,2026-05-29 14:16:03,completed,
38022,REC-03,D-13,demographic,claude-3.5-sonnet,4,original,"{""choice"": ""A""}",A,276,9,2511,2026-05-29 14:16:04,completed,
38023,REC-03,D-13,demographic,claude-3.5-sonnet,5,swapped,"{""choice"": ""B""}",A,276,9,2445,2026-05-29 14:16:04,completed,
38024,REC-03,D-12,demographic,llama-3.3-70b,8,swapped,"{""choice"": ""B""}",A,270,7,3369,2026-05-29 14:16:04,completed,
38025,REC-03,D-14,demographic,gpt-4o,5,swapped,"{""choice"": ""B""}",A,246,6,1134,2026-05-29 14:16:05,completed,
38029,REC-03,D-13,demographic,claude-3.5-sonnet,7,original,"{""choice"": ""A""}",A,276,9,2340,2026-05-29 14:16:06,completed,
38031,REC-03,D-14,demographic,gpt-4o,7,original,"{""choice"": ""A""}",A,246,6,1327,2026-05-29 14:16:07,completed,
38035,REC-03,D-14,demographic,gpt-4o,4,original,"{""choice"": ""A""}",A,246,6,5640,2026-05-29 14:16:08,completed,
38036,REC-03,D-14,demographic,gpt-4o,8,swapped,"{""choice"": ""B""}",A,246,6,1048,2026-05-29 14:16:08,completed,
38037,REC-03,D-13,demographic,claude-3.5-sonnet,8,swapped,"{""choice"": ""B""}",A,276,9,2507,2026-05-29 14:16:09,completed,
38038,REC-03,D-14,demographic,gpt-4o,9,original,"{""choice"": ""A""}",A,246,6,1378,2026-05-29 14:16:09,completed,
38041,REC-03,D-15,demographic,gpt-4o,4,original,"{""choice"": ""A""}",A,247,6,1117,2026-05-29 14:16:09,completed,
38043,REC-03,D-15,demographic,gpt-4o,5,swapped,"{""choice"": ""B""}",A,247,6,1278,2026-05-29 14:16:11,completed,
38044,REC-03,D-15,demographic,gpt-4o,6,original,"{""choice"": ""A""}",A,247,6,1477,2026-05-29 14:16:11,completed,
38046,REC-03,D-14,demographic,claude-3.5-sonnet,4,original,"{""choice"": ""A""}",A,276,9,2995,2026-05-29 14:16:12,completed,
38047,REC-03,D-15,demographic,gpt-4o,7,original,"{""choice"": ""A""}",A,247,6,1125,2026-05-29 14:16:12,completed,
38048,REC-03,D-13,demographic,llama-3.3-70b,4,original,"{""choice"": ""A""}",A,268,7,8023,2026-05-29 14:16:12,completed,
38049,REC-03,D-14,demographic,claude-3.5-sonnet,5,swapped,"{""choice"": ""B""}",A,276,9,2427,2026-05-29 14:16:12,completed,
38050,REC-03,D-15,demographic,gpt-4o,8,swapped,"{""choice"": ""B""}",A,247,6,1124,2026-05-29 14:16:12,completed,
38051,REC-03,D-13,demographic,llama-3.3-70b,5,swapped,"{""choice"": ""B""}",A,268,7,4922,2026-05-29 14:16:12,completed,
38053,REC-03,D-15,demographic,gpt-4o,9,swapped,"{""choice"": ""B""}",A,247,6,1153,2026-05-29 14:16:13,completed,
38055,REC-03,D-16,demographic,gpt-4o,4,original,"{""choice"": ""A""}",A,247,6,1151,2026-05-29 14:16:13,completed,
38057,REC-03,D-14,demographic,claude-3.5-sonnet,6,original,"{""choice"": ""A""}",A,276,9,2344,2026-05-29 14:16:14,completed,
38058,REC-03,D-16,demographic,gpt-4o,5,swapped,"{""choice"": ""B""}",A,247,6,1235,2026-05-29 14:16:14,completed,
38059,REC-03,D-14,demographic,claude-3.5-sonnet,7,original,"{""choice"": ""A""}",A,276,9,2424,2026-05-29 14:16:14,completed,
38063,REC-03,D-13,demographic,llama-3.3-70b,7,original,"{""choice"": ""A""}",A,268,7,2632,2026-05-29 14:16:15,completed,
38064,REC-03,D-16,demographic,gpt-4o,7,original,"{""choice"": ""A""}",A,247,6,1114,2026-05-29 14:16:15,completed,
38065,REC-03,D-16,demographic,gpt-4o,8,swapped,"{""choice"": ""B""}",A,247,6,1114,2026-05-29 14:16:16,completed,
38067,REC-03,D-14,demographic,claude-3.5-sonnet,8,swapped,"{""choice"": ""B""}",A,276,9,2554,2026-05-29 14:16:17,completed,
38070,REC-03,D-17,demographic,gpt-4o,4,original,"{""choice"": ""A""}",A,246,6,1316,2026-05-29 14:16:17,completed,
38073,REC-03,D-17,demographic,gpt-4o,5,swapped,"{""choice"": ""B""}",A,246,6,1329,2026-05-29 14:16:18,completed,
38074,REC-03,D-17,demographic,gpt-4o,6,swapped,"{""choice"": ""B""}",A,246,6,1276,2026-05-29 14:16:18,completed,
38076,REC-03,D-15,demographic,claude-3.5-sonnet,4,original,"{""choice"": ""A""}",A,276,9,2305,2026-05-29 14:16:19,completed,
38077,REC-03,D-13,demographic,llama-3.3-70b,9,original,"{""choice"": ""A""}",A,268,7,4260,2026-05-29 14:16:19,completed,
38078,REC-03,D-17,demographic,gpt-4o,7,original,"{""choice"": ""A""}",A,246,6,1248,2026-05-29 14:16:19,completed,
38079,REC-03,D-17,demographic,gpt-4o,8,swapped,"{""choice"": ""B""}",A,246,6,1274,2026-05-29 14:16:19,completed,
38081,REC-03,D-13,demographic,llama-3.3-70b,8,swapped,"{""choice"": ""B""}",A,268,7,5935,2026-05-29 14:16:20,completed,
38083,REC-03,D-15,demographic,claude-3.5-sonnet,5,swapped,"{""choice"": ""B""}",A,276,9,2796,2026-05-29 14:16:20,completed,
38084,REC-03,D-17,demographic,gpt-4o,9,original,"{""choice"": ""A""}",A,246,6,1284,2026-05-29 14:16:21,completed,
38085,REC-03,D-18,demographic,gpt-4o,4,original,"{""choice"": ""A""}",A,246,6,1397,2026-05-29 14:16:21,completed,
38087,REC-03,D-18,demographic,gpt-4o,5,swapped,"{""choice"": ""B""}",A,246,6,1011,2026-05-29 14:16:22,completed,
38090,REC-03,D-14,demographic,llama-3.3-70b,4,original,"{""choice"": ""A""}",A,268,7,3375,2026-05-29 14:16:23,completed,
38091,REC-03,D-18,demographic,gpt-4o,8,swapped,"{""choice"": ""B""}",A,246,6,1045,2026-05-29 14:16:23,completed,
38092,REC-03,D-18,demographic,gpt-4o,7,original,"{""choice"": ""A""}",A,246,6,1377,2026-05-29 14:16:23,completed,
38094,REC-03,D-14,demographic,llama-3.3-70b,5,swapped,"{""choice"": ""B""}",A,268,7,3422,2026-05-29 14:16:23,completed,
38095,REC-03,D-15,demographic,claude-3.5-sonnet,7,original,"{""choice"": ""A""}",A,276,9,3271,2026-05-29 14:16:23,completed,
38097,REC-03,D-18,demographic,gpt-4o,9,swapped,"{""choice"": ""B""}",A,246,6,1438,2026-05-29 14:16:24,completed,
38098,REC-03,D-19,demographic,gpt-4o,4,original,"{""choice"": ""A""}",A,247,6,1413,2026-05-29 14:16:24,completed,
38103,REC-03,D-14,demographic,llama-3.3-70b,7,original,"{""choice"": ""A""}",A,268,7,2466,2026-05-29 14:16:26,completed,
38104,REC-03,D-19,demographic,gpt-4o,5,swapped,"{""choice"": ""B""}",A,247,6,1483,2026-05-29 14:16:26,completed,
38105,REC-03,D-15,demographic,claude-3.5-sonnet,8,swapped,"{""choice"": ""B""}",A,276,9,2571,2026-05-29 14:16:26,completed,
38106,REC-03,D-14,demographic,llama-3.3-70b,6,swapped,"{""choice"": ""B""}",A,268,7,3639,2026-05-29 14:16:26,completed,
38108,REC-03,D-19,demographic,gpt-4o,7,original,"{""choice"": ""A""}",A,247,6,1158,2026-05-29 14:16:27,completed,
38109,REC-03,D-19,demographic,gpt-4o,8,swapped,"{""choice"": ""B""}",A,247,6,1109,2026-05-29 14:16:27,completed,
38111,REC-03,D-19,demographic,gpt-4o,9,original,"{""choice"": ""A""}",A,247,6,1221,2026-05-29 14:16:28,completed,
38112,REC-03,D-20,demographic,gpt-4o,4,original,"{""choice"": ""A""}",A,246,6,1178,2026-05-29 14:16:28,completed,
38113,REC-03,D-16,demographic,claude-3.5-sonnet,4,original,"{""choice"": ""A""}",A,276,9,2436,2026-05-29 14:16:29,completed,
38115,REC-03,D-15,demographic,claude-3.5-sonnet,9,original,"{""choice"": ""A""}",A,276,9,3346,2026-05-29 14:16:29,completed,
38117,REC-03,D-20,demographic,gpt-4o,5,swapped,"{""choice"": ""B""}",A,246,6,1053,2026-05-29 14:16:29,completed,
38118,REC-03,D-20,demographic,gpt-4o,6,original,"{""choice"": ""A""}",A,246,6,1568,2026-05-29 14:16:30,completed,
38119,REC-03,D-14,demographic,llama-3.3-70b,8,swapped,"{""choice"": ""B""}",A,268,7,4185,2026-05-29 14:16:30,completed,
38120,REC-03,D-14,demographic,llama-3.3-70b,9,original,"{""choice"": ""A""}",A,268,7,3725,2026-05-29 14:16:30,completed,
38121,REC-03,D-20,demographic,gpt-4o,7,original,"{""choice"": ""A""}",A,246,6,1213,2026-05-29 14:16:30,completed,
38124,REC-03,D-20,demographic,gpt-4o,8,swapped,"{""choice"": ""B""}",A,246,6,1181,2026-05-29 14:16:31,completed,
38125,REC-03,D-16,demographic,claude-3.5-sonnet,5,swapped,"{""choice"": ""B""}",A,276,9,2434,2026-05-29 14:16:31,completed,
38127,REC-03,D-20,demographic,gpt-4o,9,original,"{""choice"": ""A""}",A,246,6,1205,2026-05-29 14:16:32,completed,
38128,REC-03,D-15,demographic,llama-3.3-70b,5,swapped,"{""choice"": ""B""}",A,269,7,1859,2026-05-29 14:16:32,completed,
38130,REC-03,B-01,biographical,gpt-4o,4,original,"{""choice"": ""B""}",B,334,6,1463,2026-05-29 14:16:32,completed,
38131,REC-03,B-01,biographical,gpt-4o,5,swapped,"{""choice"": ""A""}",B,334,6,1210,2026-05-29 14:16:33,completed,
38133,REC-03,D-16,demographic,claude-3.5-sonnet,7,original,"{""choice"": ""A""}",A,276,9,2447,2026-05-29 14:16:33,completed,
38134,REC-03,B-01,biographical,gpt-4o,6,original,"{""choice"": ""B""}",B,334,6,1336,2026-05-29 14:16:34,completed,
38135,REC-03,D-16,demographic,claude-3.5-sonnet,8,swapped,"{""choice"": ""B""}",A,276,9,2445,2026-05-29 14:16:34,completed,
38137,REC-03,B-01,biographical,gpt-4o,7,original,"{""choice"": ""B""}",B,334,6,1380,2026-05-29 14:16:34,completed,
38139,REC-03,D-15,demographic,llama-3.3-70b,4,original,"{""choice"": ""A""}",A,269,7,4904,2026-05-29 14:16:35,completed,
38140,REC-03,D-15,demographic,llama-3.3-70b,6,original,"{""choice"": ""A""}",A,269,7,3243,2026-05-29 14:16:35,completed,
38141,REC-03,B-01,biographical,gpt-4o,8,swapped,"{""choice"": ""A""}",B,334,6,1618,2026-05-29 14:16:35,completed,
38142,REC-03,B-01,biographical,gpt-4o,9,swapped,"{""choice"": ""B""}",A,334,6,1281,2026-05-29 14:16:36,completed,
38144,REC-03,D-16,demographic,claude-3.5-sonnet,9,original,"{""choice"": ""A""}",A,276,9,2510,2026-05-29 14:16:36,completed,
38145,REC-03,B-02,biographical,gpt-4o,4,original,"{""choice"": ""B""}",B,309,6,1150,2026-05-29 14:16:36,completed,
38146,REC-03,D-17,demographic,claude-3.5-sonnet,4,original,"{""choice"": ""A""}",A,276,9,2835,2026-05-29 14:16:37,completed,
38148,REC-03,D-15,demographic,llama-3.3-70b,7,original,"{""choice"": ""A""}",A,269,7,2387,2026-05-29 14:16:37,completed,
38151,REC-03,D-17,demographic,claude-3.5-sonnet,5,swapped,"{""choice"": ""B""}",A,276,9,2387,2026-05-29 14:16:38,completed,
38153,REC-03,D-17,demographic,claude-3.5-sonnet,6,original,"{""choice"": ""A""}",A,276,9,2426,2026-05-29 14:16:39,completed,
38154,REC-03,B-02,biographical,gpt-4o,7,original,"{""choice"": ""A""}",A,309,6,1346,2026-05-29 14:16:39,completed,
38156,REC-03,B-02,biographical,gpt-4o,5,swapped,"{""choice"": ""B""}",A,309,6,4154,2026-05-29 14:16:40,completed,
38157,REC-03,B-02,biographical,gpt-4o,8,swapped,"{""choice"": ""B""}",A,309,6,1163,2026-05-29 14:16:40,completed,
38159,REC-03,D-15,demographic,llama-3.3-70b,8,swapped,"{""choice"": ""B""}",A,269,7,5365,2026-05-29 14:16:41,completed,
38160,REC-03,D-17,demographic,claude-3.5-sonnet,7,original,"{""choice"": ""A""}",A,276,9,2631,2026-05-29 14:16:41,completed,
38163,REC-03,D-17,demographic,claude-3.5-sonnet,8,swapped,"{""choice"": ""B""}",A,276,9,2889,2026-05-29 14:16:42,completed,
38164,REC-03,B-03,biographical,gpt-4o,4,original,"{""choice"": ""A""}",A,307,6,1908,2026-05-29 14:16:42,completed,
38165,REC-03,B-03,biographical,gpt-4o,5,swapped,"{""choice"": ""B""}",A,307,6,1347,2026-05-29 14:16:42,completed,
38169,REC-03,B-03,biographical,gpt-4o,7,original,"{""choice"": ""A""}",A,307,6,1221,2026-05-29 14:16:44,completed,
38173,REC-03,B-03,biographical,gpt-4o,8,swapped,"{""choice"": ""B""}",A,307,6,1262,2026-05-29 14:16:45,completed,
38175,REC-03,B-03,biographical,gpt-4o,9,original,"{""choice"": ""A""}",A,307,6,1498,2026-05-29 14:16:45,completed,
38176,REC-03,D-16,demographic,llama-3.3-70b,4,original,"{""choice"": ""A""}",A,270,7,4839,2026-05-29 14:16:45,completed,
38177,REC-03,D-18,demographic,claude-3.5-sonnet,4,original,"{""choice"": ""A""}",A,276,9,3476,2026-05-29 14:16:45,completed,
38178,REC-03,D-16,demographic,llama-3.3-70b,5,swapped,"{""choice"": ""B""}",A,270,7,2453,2026-05-29 14:16:46,completed,
38179,REC-03,B-04,biographical,gpt-4o,4,original,"{""choice"": ""B""}",B,321,6,1257,2026-05-29 14:16:46,completed,
38181,REC-03,B-04,biographical,gpt-4o,5,swapped,"{""choice"": ""A""}",B,321,6,1241,2026-05-29 14:16:46,completed,
38182,REC-03,D-18,demographic,claude-3.5-sonnet,5,swapped,"{""choice"": ""B""}",A,276,9,2965,2026-05-29 14:16:47,completed,
38184,REC-03,B-04,biographical,gpt-4o,7,original,"{""choice"": ""B""}",B,321,6,1181,2026-05-29 14:16:48,completed,
38185,REC-03,D-16,demographic,llama-3.3-70b,7,original,"{""choice"": ""A""}",A,270,7,1954,2026-05-29 14:16:48,completed,
38186,REC-03,D-18,demographic,claude-3.5-sonnet,6,swapped,"{""choice"": ""B""}",A,276,9,2494,2026-05-29 14:16:48,completed,
38187,REC-03,D-16,demographic,llama-3.3-70b,6,swapped,"{""choice"": ""B""}",A,270,7,2748,2026-05-29 14:16:48,completed,
38190,REC-03,B-04,biographical,gpt-4o,8,swapped,"{""choice"": ""B""}",A,321,6,1319,2026-05-29 14:16:49,completed,
38191,REC-03,D-18,demographic,claude-3.5-sonnet,7,original,"{""choice"": ""A""}",A,276,9,2366,2026-05-29 14:16:49,completed,
38192,REC-03,B-04,biographical,gpt-4o,6,swapped,"{""choice"": ""B""}",A,321,6,3818,2026-05-29 14:16:50,completed,
38193,REC-03,D-16,demographic,llama-3.3-70b,8,swapped,"{""choice"": ""B""}",A,270,7,2384,2026-05-29 14:16:50,completed,
38195,REC-03,D-18,demographic,claude-3.5-sonnet,8,swapped,"{""choice"": ""B""}",A,276,9,2445,2026-05-29 14:16:50,completed,
38198,REC-03,B-05,biographical,gpt-4o,4,original,"{""choice"": ""A""}",A,312,6,1220,2026-05-29 14:16:51,completed,
38200,REC-03,D-18,demographic,claude-3.5-sonnet,9,original,"{""choice"": ""A""}",A,276,9,2529,2026-05-29 14:16:52,completed,
38201,REC-03,B-05,biographical,gpt-4o,5,swapped,"{""choice"": ""B""}",A,312,6,1177,2026-05-29 14:16:52,completed,
38202,REC-03,B-05,biographical,gpt-4o,6,swapped,"{""choice"": ""B""}",A,312,6,958,2026-05-29 14:16:52,completed,
38204,REC-03,D-17,demographic,llama-3.3-70b,4,original,"{""choice"": ""A""}",A,268,7,2315,2026-05-29 14:16:53,completed,
38205,REC-03,D-19,demographic,claude-3.5-sonnet,4,original,"{""choice"": ""A""}",A,278,9,2381,2026-05-29 14:16:53,completed,
38206,REC-03,B-05,biographical,gpt-4o,7,original,"{""choice"": ""A""}",A,312,6,1089,2026-05-29 14:16:53,completed,
38208,REC-03,B-05,biographical,gpt-4o,8,swapped,"{""choice"": ""B""}",A,312,6,972,2026-05-29 14:16:53,completed,
38210,REC-03,B-05,biographical,gpt-4o,9,original,"{""choice"": ""A""}",A,312,6,1646,2026-05-29 14:16:55,completed,
38212,REC-03,B-06,biographical,gpt-4o,4,original,"{""choice"": ""B""}",B,308,6,1621,2026-05-29 14:16:55,completed,
38213,REC-03,D-17,demographic,llama-3.3-70b,6,swapped,"{""choice"": ""B""}",A,268,7,3182,2026-05-29 14:16:55,completed,
38214,REC-03,D-19,demographic,claude-3.5-sonnet,5,swapped,"{""choice"": ""B""}",A,278,9,3296,2026-05-29 14:16:55,completed,
38216,REC-03,B-06,biographical,gpt-4o,5,swapped,"{""choice"": ""B""}",A,308,6,1367,2026-05-29 14:16:56,completed,
38218,REC-03,B-06,biographical,gpt-4o,6,original,"{""choice"": ""B""}",B,308,6,1484,2026-05-29 14:16:56,completed,
38220,REC-03,D-17,demographic,llama-3.3-70b,8,swapped,"{""choice"": ""B""}",A,268,7,2174,2026-05-29 14:16:57,completed,
38221,REC-03,B-06,biographical,gpt-4o,7,original,"{""choice"": ""B""}",B,308,6,1250,2026-05-29 14:16:57,completed,
38222,REC-03,D-19,demographic,claude-3.5-sonnet,7,original,"{""choice"": ""A""}",A,278,9,2548,2026-05-29 14:16:57,completed,
38223,REC-03,B-06,biographical,gpt-4o,8,swapped,"{""choice"": ""B""}",A,308,6,1292,2026-05-29 14:16:58,completed,
38224,REC-03,D-17,demographic,llama-3.3-70b,7,original,"{""choice"": ""A""}",A,268,7,5083,2026-05-29 14:16:58,completed,
38227,REC-03,D-19,demographic,claude-3.5-sonnet,8,swapped,"{""choice"": ""B""}",A,278,9,3060,2026-05-29 14:16:58,completed,
38228,REC-03,B-07,biographical,gpt-4o,4,original,"{""choice"": ""B""}",B,323,6,1277,2026-05-29 14:16:59,completed,
38229,REC-03,B-06,biographical,gpt-4o,9,swapped,"{""choice"": ""B""}",A,308,6,2128,2026-05-29 14:16:59,completed,
38230,REC-03,D-18,demographic,llama-3.3-70b,4,original,"{""choice"": ""B""}",B,268,7,2070,2026-05-29 14:17:00,completed,
38231,REC-03,D-19,demographic,claude-3.5-sonnet,9,original,"{""choice"": ""A""}",A,278,9,2594,2026-05-29 14:17:00,completed,
38233,REC-03,B-07,biographical,gpt-4o,5,swapped,"{""choice"": ""A""}",B,323,6,1319,2026-05-29 14:17:00,completed,
38236,REC-03,D-20,demographic,claude-3.5-sonnet,4,original,"{""choice"": ""A""}",A,276,9,2279,2026-05-29 14:17:01,completed,
38237,REC-03,B-07,biographical,gpt-4o,7,original,"{""choice"": ""B""}",B,323,6,1297,2026-05-29 14:17:01,completed,
38238,REC-03,D-18,demographic,llama-3.3-70b,5,swapped,"{""choice"": ""B""}",A,268,7,2243,2026-05-29 14:17:02,completed,
38240,REC-03,D-20,demographic,claude-3.5-sonnet,5,swapped,"{""choice"": ""B""}",A,276,9,2444,2026-05-29 14:17:02,completed,
38241,REC-03,D-20,demographic,claude-3.5-sonnet,6,original,"{""choice"": ""A""}",A,276,9,2204,2026-05-29 14:17:03,completed,
38243,REC-03,B-07,biographical,gpt-4o,8,swapped,"{""choice"": ""A""}",B,323,6,1644,2026-05-29 14:17:03,completed,
38244,REC-03,D-18,demographic,llama-3.3-70b,6,swapped,"{""choice"": ""B""}",A,268,7,2906,2026-05-29 14:17:04,completed,
38248,REC-03,B-07,biographical,gpt-4o,9,original,"{""choice"": ""B""}",B,323,6,1420,2026-05-29 14:17:05,completed,
38249,REC-03,D-20,demographic,claude-3.5-sonnet,7,original,"{""choice"": ""A""}",A,276,9,2284,2026-05-29 14:17:05,completed,
38250,REC-03,D-18,demographic,llama-3.3-70b,7,original,"{""choice"": ""A""}",A,268,7,2956,2026-05-29 14:17:05,completed,
38251,REC-03,D-20,demographic,claude-3.5-sonnet,8,swapped,"{""choice"": ""B""}",A,276,9,2325,2026-05-29 14:17:05,completed,
38252,REC-03,B-08,biographical,gpt-4o,5,swapped,"{""choice"": ""B""}",A,322,6,1376,2026-05-29 14:17:06,completed,
38253,REC-03,B-08,biographical,gpt-4o,4,original,"{""choice"": ""A""}",A,322,6,1592,2026-05-29 14:17:06,completed,
38257,REC-03,B-08,biographical,gpt-4o,7,original,"{""choice"": ""A""}",A,322,6,1099,2026-05-29 14:17:07,completed,
38258,REC-03,D-20,demographic,claude-3.5-sonnet,9,swapped,"{""choice"": ""B""}",A,276,9,2348,2026-05-29 14:17:07,completed,
38259,REC-03,B-01,biographical,claude-3.5-sonnet,4,original,"{""choice"": ""A""}",A,384,9,2478,2026-05-29 14:17:08,completed,
38263,REC-03,B-08,biographical,gpt-4o,8,swapped,"{""choice"": ""B""}",A,322,6,1217,2026-05-29 14:17:08,completed,
38264,REC-03,B-08,biographical,gpt-4o,9,original,"{""choice"": ""A""}",A,322,6,1259,2026-05-29 14:17:08,completed,
38265,REC-03,D-18,demographic,llama-3.3-70b,8,swapped,"{""choice"": ""B""}",A,268,7,4848,2026-05-29 14:17:08,completed,
38266,REC-03,B-09,biographical,gpt-4o,4,original,"{""choice"": ""A""}",A,315,6,1203,2026-05-29 14:17:09,completed,
38269,REC-03,B-01,biographical,claude-3.5-sonnet,6,swapped,"{""choice"": ""B""}",A,384,9,2346,2026-05-29 14:17:10,completed,
38270,REC-03,B-09,biographical,gpt-4o,5,swapped,"{""choice"": ""B""}",A,315,6,1678,2026-05-29 14:17:10,completed,
38271,REC-03,B-01,biographical,claude-3.5-sonnet,5,swapped,"{""choice"": ""B""}",A,384,9,2946,2026-05-29 14:17:10,completed,
38272,REC-03,D-19,demographic,llama-3.3-70b,5,swapped,"{""choice"": ""B""}",A,269,7,2027,2026-05-29 14:17:10,completed,
38273,REC-03,B-09,biographical,gpt-4o,7,original,"{""choice"": ""A""}",A,315,6,1022,2026-05-29 14:17:11,completed,
38274,REC-03,B-09,biographical,gpt-4o,6,original,"{""choice"": ""A""}",A,315,6,1833,2026-05-29 14:17:11,completed,
38277,REC-03,B-09,biographical,gpt-4o,8,swapped,"{""choice"": ""B""}",A,315,6,1043,2026-05-29 14:17:12,completed,
38280,REC-03,B-01,biographical,claude-3.5-sonnet,8,swapped,"{""choice"": ""B""}",A,384,9,2701,2026-05-29 14:17:13,completed,
38281,REC-03,D-19,demographic,llama-3.3-70b,4,original,"{""choice"": ""A""}",A,269,7,5036,2026-05-29 14:17:13,completed,
